item_id,genre
faulkner-wild-palms,Fiction
faulkner-wild-palms,Printed books
march-wild-party,Poetry
march-wild-party,Verse satire
goethe-wilhelm-meister,Fiction
bruce-william-blake-world,Biography
fausset-william-cowper,Fiction
noyes-william-morris,Biography
brandes-william-shakespeare-critical,"Criticism, interpretation, etc."
green-winchester-house,Fiction
green-winchester-house,Roman américain
lanham-wind-blew-west,Fiction
de-la-mare-wind-blows,Fiction
grahame-wind-willows,Fiction
gibbs-winding-lane,Fiction
santayana-winds-doctrine-studies,Book-cloth
anderson-windy-mcphersons,Fiction
anderson-winesburg-ohio-group,Fiction
james-wings-dove,Fiction
hemingway-winner-take-nothing,Fiction
proust-within-budding-grove,Fiction
obrien-without-cloak,Fiction
witness,Periodicals
gaskell-wives-daughters,Fiction
vachell-woman-exile,Fiction
lawrence-woman-rode-away,Fiction
bennett-woman-stole-everything,Fiction
hamsun-women-pump,Fiction
lawrence-women-love,Fiction
lagerlof-wonderful-adventures-nils,Fiction
lagerlof-wonderful-adventures-nils,Juvenile works
baum-wizard-oz,Fiction
baum-wizard-oz,Juvenile works
walpole-wooden-horse,Fiction
walpole-wooden-horse,New Zealand fiction
fallas-wooden-pillow,Fiction
hardy-woodlanders,Fiction
young-woodsmoke,Fiction
lewis-work-art,Fiction
sterne-works-sterne-life,Conference papers and proceedings
wells-world-william-clissold,Fiction
ransom-worlds-body,"Criticism, interpretation, etc."
gibbs-wounded-souls,Fiction
murasaki-shikibu-wreath-cloud,Fiction
russell-wreck-grosvenor,Fiction
cross-yale-review,Periodicals
boyle-year-last,Fiction
rawlings-yearling,Bildungsromans
rawlings-yearling,Fiction
kipling-years,Poetry
swinnerton-young-felix,Fiction
mann-young-joseph,Fiction
mann-young-joseph,German fiction
farrell-young-manhood-studs,Bildungsromans
farrell-young-manhood-studs,Fiction
farrell-young-manhood-studs,Psychological fiction
young-young-physician,Fiction
cather-youth-bright-medusa,Fiction
hoult-youth-cant-served,Fiction
gibbs-youth-triumphant,Fiction
mackenzie-youths-encounter,Fiction
conrad-youth-narrative,Fiction
beerbohm-zuleika-dobson,Fiction
